Date,AMZN.Open,AMZN.High,AMZN.Low,AMZN.Close,Volume,RSI,RSIU,RSIL,MACD,MACDSig,MACDHist
1/2/2020,1875.0,1898.01,1864.15,1898.01,4035976.0,0.0,70.0,30.0,0.0,0.0,0.0
1/3/2020,1864.5,1886.2,1864.5,1874.97,3766604.0,0.0,70.0,30.0,0.0,0.0,0.0
1/6/2020,1860.0,1903.69,1860.0,1902.88,4066751.0,0.0,70.0,30.0,0.0,0.0,0.0
1/7/2020,1904.5,1913.89,1892.04,1906.86,4134020.0,0.0,70.0,30.0,0.0,0.0,0.0
1/8/2020,1898.04,1911.0,1886.44,1891.97,3511982.0,0.0,70.0,30.0,0.0,0.0,0.0
1/9/2020,1909.89,1917.82,1895.8,1901.05,3174964.0,0.0,70.0,30.0,0.0,0.0,0.0
1/10/2020,1905.37,1906.94,1880.0,1883.16,2861319.0,0.0,70.0,30.0,0.0,0.0,0.0
1/13/2020,1891.31,1898.0,1880.8,1891.3,2785904.0,0.0,70.0,30.0,0.0,0.0,0.0
1/14/2020,1885.88,1887.11,1858.55,1869.44,3446425.0,0.0,70.0,30.0,0.0,0.0,0.0
1/15/2020,1872.25,1878.86,1855.09,1862.02,2896594.0,0.0,70.0,30.0,0.0,0.0,0.0
1/16/2020,1882.99,1885.59,1866.02,1877.94,2659615.0,0.0,70.0,30.0,0.0,0.0,0.0
1/17/2020,1885.89,1886.64,1857.25,1864.72,3997352.0,0.0,70.0,30.0,0.0,0.0,0.0
1/21/2020,1865.0,1894.27,1860.0,1892.0,3707827.0,0.0,70.0,30.0,0.0,0.0,0.0
1/22/2020,1896.09,1902.5,1883.34,1887.46,3216269.0,0.0,70.0,30.0,0.0,0.0,0.0
1/23/2020,1885.11,1889.97,1872.76,1884.58,2484706.0,46.61,70.0,30.0,0.0,0.0,0.0
1/24/2020,1891.37,1894.99,1847.44,1861.64,3766199.0,46.63,70.0,30.0,0.0,0.0,0.0
1/27/2020,1820.0,1841.0,1815.34,1828.34,3528562.0,31.67,70.0,30.0,0.0,0.0,0.0
1/28/2020,1840.5,1858.11,1830.02,1853.25,2808044.0,38.05,70.0,30.0,0.0,0.0,0.0
1/29/2020,1864.0,1874.75,1855.02,1858.0,2101507.0,42.07,70.0,30.0,0.0,0.0,0.0
1/30/2020,1858.0,1872.87,1850.61,1870.68,6327458.0,43.03,70.0,30.0,0.0,0.0,0.0
1/31/2020,2051.47,2055.72,2002.27,2008.72,15578864.0,68.58,70.0,30.0,0.0,0.0,0.0
2/3/2020,2010.6,2048.5,2000.25,2004.2,5899281.0,66.89,70.0,30.0,0.0,0.0,0.0
2/4/2020,2029.88,2059.8,2015.37,2049.67,5292606.0,75.18,70.0,30.0,0.0,0.0,0.0
2/5/2020,2071.02,2071.02,2032.0,2039.87,4376301.0,74.68,70.0,30.0,0.0,0.0,0.0
2/6/2020,2041.02,2056.3,2024.8,2050.23,3182954.0,74.29,70.0,30.0,0.0,0.0,0.0
2/7/2020,2041.99,2098.53,2038.1,2079.28,5095576.0,78.95,70.0,30.0,0.0,0.0,0.0
2/10/2020,2085.01,2135.6,2084.96,2133.91,5056425.0,80.4,70.0,30.0,64.5,0.0,0.0
2/11/2020,2150.9,2185.95,2136.0,2150.8,5749397.0,82.1,70.0,30.0,71.42,0.0,0.0
2/12/2020,2163.2,2180.25,2155.29,2160.0,3334269.0,83.06,70.0,30.0,76.76,0.0,0.0
2/13/2020,2144.99,2170.28,2142.0,2149.87,3031807.0,85.7,70.0,30.0,79.26,0.0,0.0
2/14/2020,2155.68,2159.04,2125.89,2134.87,2606171.0,89.76,70.0,30.0,79.12,0.0,0.0
2/18/2020,2125.02,2166.07,2124.11,2155.67,2997864.0,89.65,70.0,30.0,79.76,0.0,0.0
2/19/2020,2167.8,2185.1,2161.12,2170.22,2561211.0,89.91,70.0,30.0,80.52,0.0,0.0
2/20/2020,2173.07,2176.79,2127.45,2153.13,3131346.0,85.71,70.0,30.0,78.84,0.0,0.0
2/21/2020,2142.15,2144.55,2088.0,2095.97,4650785.0,63.86,70.0,30.0,72.06,14.41,57.65
2/24/2020,2003.18,2039.3,1987.97,2009.29,6547120.0,50.64,70.0,30.0,59.01,23.33,35.68
2/25/2020,2026.42,2034.6,1958.42,1972.74,6321915.0,40.08,70.0,30.0,45.2,27.7,17.5
2/26/2020,1970.28,2014.67,1960.45,1979.59,5240726.0,42.17,70.0,30.0,34.41,29.05,5.36
2/27/2020,1934.38,1975.0,1882.76,1884.3,8204372.0,32.34,70.0,30.0,17.96,26.83,-8.87
2/28/2020,1814.63,1889.76,1811.13,1883.75,9497307.0,27.85,70.0,30.0,4.83,22.43,-17.6
3/2/2020,1906.49,1954.51,1870.0,1953.95,6761459.0,30.31,70.0,30.0,0.09,17.96,-17.87
3/3/2020,1975.37,1996.33,1888.09,1908.99,7534631.0,25.07,70.0,30.0,-7.22,12.92,-20.14
3/4/2020,1946.57,1978.0,1922.0,1975.83,4807020.0,33.03,70.0,30.0,-7.53,8.83,-16.36
3/5/2020,1933.0,1960.72,1910.0,1924.03,4748783.0,30.67,70.0,30.0,-11.82,4.7,-16.52
3/6/2020,1875.0,1910.87,1869.5,1900.3,5273615.0,30.22,70.0,30.0,-16.94,0.38,-17.32
3/9/2020,1773.86,1862.77,1761.29,1800.61,7813342.0,23.58,70.0,30.0,-28.71,-5.44,-23.27
3/10/2020,1870.88,1894.27,1818.17,1891.82,7165316.0,31.41,70.0,30.0,-30.32,-10.42,-19.9
3/11/2020,1857.85,1871.32,1801.5,1820.86,5646892.0,29.3,70.0,30.0,-36.91,-15.72,-21.19
3/12/2020,1721.98,1765.0,1675.0,1675.61,11357359.0,26.4,70.0,30.0,-53.23,-23.22,-30.01
3/13/2020,1755.0,1786.31,1680.62,1785.0,8811777.0,37.72,70.0,30.0,-56.69,-29.91,-26.78
3/16/2020,1641.51,1759.45,1626.03,1689.15,8936577.0,35.42,70.0,30.0,-66.4,-37.21,-29.19
3/17/2020,1775.47,1857.78,1689.24,1807.84,10917398.0,42.08,70.0,30.0,-63.78,-42.52,-21.26
3/18/2020,1750.0,1841.66,1745.0,1831.66,9645483.0,47.4,70.0,30.0,-59.1,-45.84,-13.26
3/19/2020,1860.0,1945.0,1832.65,1880.93,10400220.0,49.87,70.0,30.0,-50.83,-46.84,-3.99
3/20/2020,1926.31,1957.0,1820.73,1846.09,9817858.0,44.75,70.0,30.0,-46.55,-46.78,0.23
3/23/2020,1827.75,1919.4,1812.0,1902.83,7808494.0,49.7,70.0,30.0,-38.14,-45.05,6.91
3/24/2020,1951.49,1955.0,1900.34,1940.1,7147083.0,48.23,70.0,30.0,-28.14,-41.67,13.53
3/25/2020,1923.35,1950.26,1885.78,1885.84,6479138.0,48.11,70.0,30.0,-24.32,-38.2,13.88
3/26/2020,1902.0,1956.49,1889.29,1955.49,6235121.0,52.61,70.0,30.0,-15.49,-33.66,18.17
3/27/2020,1930.86,1939.79,1899.92,1900.1,5388341.0,54.91,70.0,30.0,-12.82,-29.49,16.67
3/30/2020,1922.83,1973.63,1912.34,1963.95,6126339.0,53.66,70.0,30.0,-5.48,-24.69,19.21
3/31/2020,1964.35,1993.02,1944.01,1949.72,5123759.0,56.94,70.0,30.0,-0.8,-19.91,19.11
4/1/2020,1932.97,1944.96,1893.0,1907.7,4122195.0,64.06,70.0,30.0,-0.49,-16.03,15.54
4/2/2020,1901.64,1927.53,1890.0,1918.83,4336003.0,59.2,70.0,30.0,0.66,-12.69,13.35
4/3/2020,1911.15,1926.33,1889.15,1906.59,3609870.0,66.9,70.0,30.0,0.57,-10.04,10.61
4/6/2020,1936.0,1998.52,1930.02,1997.59,5773193.0,65.41,70.0,30.0,7.75,-6.48,14.23
4/7/2020,2017.11,2035.72,1997.62,2011.6,5114594.0,64.85,70.0,30.0,14.41,-2.3,16.71
4/8/2020,2021.0,2044.0,2011.15,2043.0,3977313.0,63.78,70.0,30.0,21.97,2.55,19.42
4/9/2020,2044.3,2053.0,2017.66,2042.76,4655757.0,67.77,70.0,30.0,27.62,7.57,20.05
4/13/2020,2040.0,2180.0,2038.0,2168.87,6716714.0,71.36,70.0,30.0,41.79,14.41,27.38
4/14/2020,2200.47,2292.0,2186.21,2283.32,8088651.0,74.52,70.0,30.0,61.55,23.84,37.71
4/15/2020,2257.68,2333.37,2245.0,2307.68,6866570.0,81.48,70.0,30.0,78.27,34.73,43.54
4/16/2020,2346.0,2461.0,2335.0,2408.19,12038226.0,82.29,70.0,30.0,98.5,47.48,51.02
4/17/2020,2372.33,2400.0,2316.02,2375.0,7930128.0,84.98,70.0,30.0,110.58,60.1,50.48
4/20/2020,2389.95,2444.98,2386.05,2393.61,5770818.0,83.91,70.0,30.0,120.26,72.13,48.13
4/21/2020,2416.61,2428.31,2279.66,2328.12,7476696.0,77.63,70.0,30.0,121.26,81.96,39.3
4/22/2020,2369.0,2394.0,2351.0,2363.49,4218300.0,83.61,70.0,30.0,123.48,90.26,33.22
4/23/2020,2399.98,2424.22,2382.08,2399.45,5066591.0,84.19,70.0,30.0,126.68,97.54,29.14
4/24/2020,2417.0,2420.43,2382.0,2410.22,3831803.0,85.9,70.0,30.0,128.6,103.75,24.85
4/27/2020,2443.2,2444.88,2363.0,2376.0,5645665.0,79.35,70.0,30.0,125.91,108.19,17.72
4/28/2020,2372.1,2373.5,2306.0,2314.08,5269453.0,71.84,70.0,30.0,117.43,110.03,7.4
4/29/2020,2330.01,2391.89,2310.0,2372.71,4591613.0,72.9,70.0,30.0,114.12,110.85,3.27
4/30/2020,2419.84,2475.0,2396.01,2474.0,9534633.0,76.27,70.0,30.0,118.31,112.34,5.97
5/1/2020,2336.8,2362.44,2258.19,2286.04,9773789.0,56.64,70.0,30.0,105.25,110.92,-5.67
5/4/2020,2256.38,2326.98,2256.38,2315.99,4865965.0,52.05,70.0,30.0,96.21,107.98,-11.77
5/5/2020,2340.0,2351.0,2307.13,2317.8,3242506.0,50.65,70.0,30.0,88.17,104.02,-15.85
5/6/2020,2329.44,2357.45,2320.0,2351.26,3117819.0,45.98,70.0,30.0,83.54,99.92,-16.38
5/7/2020,2374.78,2376.0,2343.11,2367.61,3396418.0,49.47,70.0,30.0,80.26,95.99,-15.73
5/8/2020,2372.14,2387.24,2357.0,2379.61,3211258.0,48.98,70.0,30.0,77.74,92.34,-14.6
5/11/2020,2374.71,2419.66,2372.11,2409.0,3259284.0,56.23,70.0,30.0,77.22,89.32,-12.1
5/12/2020,2411.99,2419.0,2355.0,2356.95,3074917.0,49.51,70.0,30.0,71.78,85.81,-14.03
5/13/2020,2366.8,2407.7,2337.8,2367.92,4782996.0,47.54,70.0,30.0,67.58,82.16,-14.58
5/14/2020,2361.01,2391.37,2353.21,2388.85,3648128.0,48.36,70.0,30.0,65.18,78.77,-13.59
5/15/2020,2368.52,2411.0,2356.37,2409.78,4235596.0,52.65,70.0,30.0,64.23,75.86,-11.63
5/18/2020,2404.35,2433.0,2384.01,2426.26,4367022.0,59.47,70.0,30.0,64.07,73.5,-9.43
5/19/2020,2429.83,2484.99,2428.97,2449.33,4320498.0,56.88,70.0,30.0,65.06,71.81,-6.75
5/20/2020,2477.87,2500.01,2467.27,2497.94,3998149.0,52.38,70.0,30.0,68.96,71.24,-2.28
5/21/2020,2500.0,2525.45,2442.54,2446.74,5122111.0,71.88,70.0,30.0,67.15,70.42,-3.27
5/22/2020,2455.01,2469.85,2430.13,2436.88,2867079.0,67.41,70.0,30.0,64.18,69.18,-5.0
5/26/2020,2458.0,2462.0,2414.06,2421.86,3568153.0,64.44,70.0,30.0,59.93,67.33,-7.4
5/27/2020,2404.99,2413.58,2330.0,2410.39,5057146.0,58.74,70.0,30.0,55.0,64.86,-9.86
5/28/2020,2384.33,2436.97,2378.23,2401.1,3193136.0,55.05,70.0,30.0,49.76,61.84,-12.08
5/29/2020,2415.94,2442.37,2398.2,2442.37,3537578.0,58.7,70.0,30.0,48.39,59.15,-10.76
6/1/2020,2448.0,2476.93,2444.17,2471.04,2938038.0,58.62,70.0,30.0,49.05,57.13,-8.08
6/2/2020,2467.0,2473.53,2445.31,2472.41,2532153.0,68.67,70.0,30.0,49.12,55.53,-6.41
6/3/2020,2468.01,2488.0,2461.17,2478.4,2671024.0,68.16,70.0,30.0,49.09,54.24,-5.15
6/4/2020,2477.43,2507.54,2450.01,2460.6,3178515.0,61.92,70.0,30.0,47.08,52.81,-5.73
6/5/2020,2444.51,2488.64,2437.13,2483.0,3306488.0,62.1,70.0,30.0,46.76,51.6,-4.84
6/8/2020,2500.2,2530.0,2487.34,2524.06,3970674.0,64.95,70.0,30.0,49.26,51.13,-1.87
6/9/2020,2529.44,2626.43,2525.0,2600.86,5176003.0,69.9,70.0,30.0,56.78,52.26,4.52
6/10/2020,2645.0,2722.35,2626.26,2647.45,4946044.0,69.74,70.0,30.0,65.74,54.96,10.78
6/11/2020,2603.5,2671.38,2536.23,2557.96,5801858.0,63.33,70.0,30.0,64.87,56.94,7.93
6/12/2020,2601.21,2621.48,2503.35,2545.02,5436132.0,62.87,70.0,30.0,62.42,58.03,4.39
6/15/2020,2526.6,2584.0,2508.0,2572.68,3873565.0,67.42,70.0,30.0,61.99,58.82,3.17
6/16/2020,2620.0,2620.0,2576.0,2615.27,3595753.0,72.08,70.0,30.0,64.35,59.93,4.42
6/17/2020,2647.5,2655.0,2631.82,2640.98,2959317.0,74.97,70.0,30.0,67.51,61.45,6.06
6/18/2020,2647.01,2659.64,2636.11,2653.98,2487778.0,73.4,70.0,30.0,70.26,63.21,7.05
6/19/2020,2678.08,2697.43,2659.0,2675.01,5777382.0,72.95,70.0,30.0,73.29,65.23,8.06
6/22/2020,2684.5,2715.0,2669.0,2713.82,3208789.0,75.05,70.0,30.0,77.92,67.76,10.16
6/23/2020,2726.02,2783.11,2718.04,2764.41,4231717.0,77.16,70.0,30.0,84.7,71.15,13.55
6/24/2020,2780.0,2796.0,2721.0,2734.4,4556987.0,75.41,70.0,30.0,86.65,74.25,12.4
6/25/2020,2739.55,2756.23,2712.14,2754.58,2968767.0,75.31,70.0,30.0,88.8,77.16,11.64
6/26/2020,2775.06,2782.57,2688.0,2692.87,6520887.0,65.15,70.0,30.0,84.56,78.64,5.92
6/29/2020,2690.01,2696.8,2630.08,2680.38,4223422.0,58.07,70.0,30.0,79.27,78.77,0.5
6/30/2020,2685.07,2769.63,2675.03,2758.82,3769699.0,60.61,70.0,30.0,80.48,79.11,1.37
7/1/2020,2757.99,2895.0,2754.0,2878.7,6364355.0,78.89,70.0,30.0,90.07,81.3,8.77
7/2/2020,2912.01,2955.56,2871.1,2890.3,6593387.0,81.18,70.0,30.0,97.49,84.54,12.95
